"campaignid","sample","latitude","longitude","date","site","location","successful.count","depth","broad.bryozoa","broad.crinoids","broad.hydrocoral","broad.hydroids","broad.invertebrate.complex","broad.octocoral.black","broad.sponges","broad.unconsolidated","broad.total.points.annotated","mean.relief","sd.relief"
"2019-08_Ningaloo_stereo-BRUVs","7.05","-22.72875749","113.5732756","14082019","7","Ningaloo Marine Park","Yes","72",0,3,0,0,0,0,0,20,23,1,0
"2019-08_Ningaloo_stereo-BRUVs","7.08","-22.73059695","113.5756513","14082019","7","Ningaloo Marine Park","Yes","72",0,0,0,0,0,0,0,20,20,0.95,0.223606797749979
"2019-08_Ningaloo_stereo-BRUVs","8.01","-22.71266228","113.5497567","14082019","8","Ningaloo Marine Park","Yes","87",0,0,0,0,0,1,2,24,27,1.07407407407407,0.549540082245419
"2019-08_Ningaloo_stereo-BRUVs","8.02","-22.70277523","113.5559334","14082019","8","Ningaloo Marine Park","Yes","76",0,0,0,0,0,15,7,6,28,3.89285714285714,1.34272486120949
"2019-08_Ningaloo_stereo-BRUVs","8.05","-22.7017","113.57994","14082019","8","Ningaloo Marine Park","Yes","63",0,0,0,0,0,0,0,21,21,0.952380952380952,0.218217890235992
"2019-08_Ningaloo_stereo-BRUVs","8.06","-22.69621","113.58157","14082019","8","Ningaloo Marine Park","Yes","61",0,0,0,0,0,1,0,21,22,1.04545454545455,0.21320071635561
"2019-08_Ningaloo_stereo-BRUVs","8.07","-22.69542","113.57783","14082019","8","Ningaloo Marine Park","Yes","63",0,0,0,0,0,0,0,26,26,1,0
"2019-08_Ningaloo_stereo-BRUVs","8.12","-22.69932625","113.547381","14082019","8","Ningaloo Marine Park","Yes","95",0,0,0,0,0,4,3,18,25,1.6,1.08012344973464
"2019-08_Ningaloo_stereo-BRUVs","9.01","-22.70139564","113.5359779","13082019","9","Ningaloo Marine Park","Yes","?",0,0,0,5,0,2,6,12,25,2.16,0.94339811320566
"2019-08_Ningaloo_stereo-BRUVs","9.02","-22.7025453","113.5214865","13082019","9","Ningaloo Marine Park","Yes","?",0,0,0,5,0,2,0,14,21,1.61904761904762,0.740012869900955
"2019-08_Ningaloo_stereo-BRUVs","9.05","-22.69150858","113.5248124","13082019","9","Ningaloo Marine Park","No","?",0,0,0,0,0,0,1,24,25,1.04,0.2
"2019-08_Ningaloo_stereo-BRUVs","9.06","-22.6931181","113.5319393","13082019","9","Ningaloo Marine Park","Yes","?",0,0,0,0,0,1,10,12,23,2.21739130434783,0.795242772487544
"2019-08_Ningaloo_stereo-BRUVs","9.07","-22.71082283","113.5255251","13082019","9","Ningaloo Marine Park","Yes","?",0,0,0,5,0,5,5,10,25,2.8,0.763762615825973
"2019-08_Ningaloo_stereo-BRUVs","9.08","-22.71220242","113.5136468","13082019","9","Ningaloo Marine Park","Yes","?",0,0,0,1,0,4,0,19,24,0.708333333333333,0.550032937090187
"2019-08_Ningaloo_stereo-BRUVs","10.01","-22.67587323","113.5564085","14082019","10","Ningaloo Marine Park","Yes","93",0,0,0,0,0,21,1,12,34,3.35294117647059,1.57407698670405
"2019-08_Ningaloo_stereo-BRUVs","10.02","-22.67334399","113.5564085","14082019","10","Ningaloo Marine Park","Yes","95",0,0,1,0,0,11,1,19,32,2.25,1.04726987617729
"2019-08_Ningaloo_stereo-BRUVs","10.03","-22.66874535","113.5628228","14082019","10","Ningaloo Marine Park","Yes","88",0,0,0,1,0,18,3,8,30,3.23333333333333,1.63334506212068
"2019-08_Ningaloo_stereo-BRUVs","10.04","-22.6669059","113.5518948","14082019","10","Ningaloo Marine Park","Yes","110",0,0,0,0,0,3,8,14,25,3.24,1.16476034731041
"2019-08_Ningaloo_stereo-BRUVs","10.07","-22.67311405","113.5400165","14082019","10","Ningaloo Marine Park","No","138",0,0,0,1,0,5,5,11,22,3,1.02353263143832
"2019-08_Ningaloo_stereo-BRUVs","10.08","-22.67035488","113.5383536","14082019","10","Ningaloo Marine Park","No","157",0,1,0,1,0,2,0,18,22,1.5,0.511766315719159
"2019-08_Ningaloo_stereo-BRUVs","10.09","-22.62918","113.55942","14082019","10","Ningaloo Marine Park","Yes","160",0,0,0,0,0,2,0,19,21,0.904761904761905,0.436435780471985
"2019-08_Ningaloo_stereo-BRUVs","10.11","-22.61773","113.5636","14082019","10","Ningaloo Marine Park","Yes","160",0,0,0,0,0,0,0,19,19,1.15789473684211,0.374634324632678
"2019-08_Ningaloo_stereo-BRUVs","10.12","-22.59615","113.57775","14082019","10","Ningaloo Marine Park","Yes","136",0,0,0,0,0,1,2,17,20,1.7,0.864504725870618
"2019-08_Ningaloo_stereo-BRUVs","10.13","-22.638","113.579","14082019","10","Ningaloo Marine Park","Yes","78",0,0,0,0,0,15,5,15,35,2.51428571428571,0.853071563490997
"2019-08_Ningaloo_stereo-BRUVs","10.14","-22.624","113.5916667","14082019","10","Ningaloo Marine Park","Yes","74",0,0,0,0,0,7,0,19,26,1.19230769230769,0.49146562599887
"2019-08_Ningaloo_stereo-BRUVs","10.15","-22.6058333","113.594","14082019","10","Ningaloo Marine Park","Yes","84",0,0,0,0,0,7,7,12,26,2.19230769230769,1.05902712974619
"2019-08_Ningaloo_stereo-BRUVs","11.01","-22.54044354","113.6215013","15082019","11","Ningaloo Marine Park","Yes","84",0,0,0,0,0,0,0,25,25,0.96,0.2
"2019-08_Ningaloo_stereo-BRUVs","11.02","-22.5365347","113.6248272","15082019","11","Ningaloo Marine Park","Yes","81",0,0,0,0,0,4,0,20,24,1.91666666666667,1.0179547554081
"2019-08_Ningaloo_stereo-BRUVs","11.03","-22.53377552","113.6274404","15082019","11","Ningaloo Marine Park","No","79",0,0,0,0,0,0,0,20,20,1.2,0.615587011251092
"2019-08_Ningaloo_stereo-BRUVs","11.04","-22.52871703","113.6243521","15082019","11","Ningaloo Marine Park","Yes","91",0,0,0,0,0,0,0,25,25,0.96,0.2
"2019-08_Ningaloo_stereo-BRUVs","11.05","-22.52618778","113.6255399","15082019","11","Ningaloo Marine Park","No","91",0,0,0,0,0,0,0,22,22,0.590909090909091,0.503236279740196
"2019-08_Ningaloo_stereo-BRUVs","11.06","-22.52388847","113.6345674","15082019","11","Ningaloo Marine Park","Yes","77",0,0,0,0,0,1,1,20,22,1.04545454545455,0.722249971716872
"2019-08_Ningaloo_stereo-BRUVs","12.02","-22.46724","113.67504","15082019","12","Ningaloo Marine Park","Yes","56",0,0,0,0,0,1,7,19,27,2.33333333333333,1.27097781860449
"2019-08_Ningaloo_stereo-BRUVs","12.03","-22.46824503","113.6678265","15082019","12","Ningaloo Marine Park","Yes","65",0,0,0,0,0,0,0,20,20,1,0
"2019-08_Ningaloo_stereo-BRUVs","12.04","-22.46433619","113.6687767","15082019","12","Ningaloo Marine Park","Yes","70",0,0,0,0,0,0,0,25,25,0.6,0.5
"2019-08_Ningaloo_stereo-BRUVs","12.05","-22.4673253","113.6599868","15082019","12","Ningaloo Marine Park","Yes","86",0,0,0,0,0,0,0,25,25,0.76,0.522812904711937
"2019-08_Ningaloo_stereo-BRUVs","12.06","-22.46548585","113.6573736","15082019","12","Ningaloo Marine Park","No","94",0,0,0,0,0,0,0,22,22,1,0
"2019-08_Ningaloo_stereo-BRUVs","12.11","-22.48475","113.64333","15082019","12","Ningaloo Marine Park","Yes","100",0,0,0,0,0,1,3,18,22,2.09090909090909,1.01929438287525
"2019-08_Ningaloo_stereo-BRUVs","13.02","-22.40386419","113.7058369","15082019","13","Ningaloo Marine Park","Yes","69",0,0,0,0,0,0,0,26,26,0.423076923076923,0.503831473655779
"2019-08_Ningaloo_stereo-BRUVs","13.03","-22.39903562","113.7013231","15082019","13","Ningaloo Marine Park","Yes","83",0,0,0,0,0,0,0,22,22,1.5,0.511766315719159
"2019-08_Ningaloo_stereo-BRUVs","13.04","-22.39765604","113.6972845","15082019","13","Ningaloo Marine Park","Yes","92",0,0,0,0,0,0,0,25,25,1.08,0.276887462097269
"2019-08_Ningaloo_stereo-BRUVs","13.05","-22.40087508","113.6932459","15082019","13","Ningaloo Marine Park","Yes","96",0,0,0,0,0,0,0,21,21,0.80952380952381,0.402373908081478
"2019-08_Ningaloo_stereo-BRUVs","13.06","-22.40478391","113.6922957","15082019","13","Ningaloo Marine Park","Yes","94.5",0,0,0,0,0,0,0,20,20,1,0
"2019-08_Ningaloo_stereo-BRUVs","13.08","-22.39328734","113.7039364","15082019","13","Ningaloo Marine Park","Yes","85",0,0,0,0,0,0,0,20,20,1,0
"2019-08_Ningaloo_stereo-BRUVs","14.01","-22.32524","113.72408","15082019","14","Ningaloo Marine Park","Yes","96",0,0,0,0,0,0,5,20,25,0.88,0.781024967590665
"2019-08_Ningaloo_stereo-BRUVs","14.02","-22.30284","113.73251","15082019","14","Ningaloo Marine Park","Yes","101",0,0,0,0,0,0,0,20,20,1.15,1.08942283125661
"2019-08_Ningaloo_stereo-BRUVs","14.03","-22.27651","113.74266","15082019","14","Ningaloo Marine Park","No","109",0,0,0,0,0,0,2,20,22,1,0.308606699924184
"2019-08_Ningaloo_stereo-BRUVs","14.06","-22.17832","113.79046","16082019","14","Ningaloo Marine Park","Yes","100",0,0,0,0,0,0,0,23,23,0.739130434782609,0.44897775854488
"2019-08_Ningaloo_stereo-BRUVs","14.11","-22.3266667","113.7371667","15082019","14","Ningaloo Marine Park","Yes","75",0,0,0,0,0,0,0,25,25,0.84,0.62449979983984
"2019-08_Ningaloo_stereo-BRUVs","14.12","-22.3071667","113.746","15082019","14","Ningaloo Marine Park","Yes","82",0,0,0,0,0,0,0,25,25,0.6,0.5
"2019-08_Ningaloo_stereo-BRUVs","14.13","-22.2866667","113.7416667","15082019","14","Ningaloo Marine Park","Yes","101",0,0,0,0,0,0,0,22,22,1,0
"2019-08_Ningaloo_stereo-BRUVs","15.01","-22.17344","113.7915","16082019","15","Ningaloo Marine Park","Yes","100",0,0,0,0,0,0,0,22,22,1,0
"2019-08_Ningaloo_stereo-BRUVs","15.02","-22.16882","113.7941","16082019","15","Ningaloo Marine Park","Yes","100",0,0,0,0,0,0,1,21,22,0.909090909090909,0.29424494316825
"2019-08_Ningaloo_stereo-BRUVs","15.05","-22.16173","113.78335","16082019","15","Ningaloo Marine Park","No","122",0,0,0,0,0,2,0,24,26,1.11538461538462,0.325812593608421
"2019-08_Ningaloo_stereo-BRUVs","15.07","-22.13639","113.79163","16082019","15","Ningaloo Marine Park","Yes","116",0,0,0,0,0,0,0,20,20,1.3,0.470162345981627
"2019-08_Ningaloo_stereo-BRUVs","15.12","-22.14381158","113.7899349","16082019","15","Ningaloo Marine Park","Yes","110",0,0,0,0,0,3,1,11,15,1.86666666666667,0.351865775274498
"2019-08_Ningaloo_stereo-BRUVs","16.01","-22.12155","113.80074","16082019","18","Ningaloo Marine Park","Yes","101",0,0,0,0,0,0,0,20,20,0.7,0.470162345981627
"2019-08_Ningaloo_stereo-BRUVs","16.02","-22.11624","113.79192","16082019","16","Ningaloo Marine Park","Yes","145",2,0,0,4,0,0,12,4,22,3.81818181818182,0.501081082343218
"2019-08_Ningaloo_stereo-BRUVs","16.03","-22.10669","113.7967","16082019","16","Ningaloo Marine Park","Yes","190",0,0,0,0,0,0,0,20,20,1,0
"2019-08_Ningaloo_stereo-BRUVs","16.04","-22.09742","113.8081","16082019","16","Ningaloo Marine Park","Yes","100",0,0,0,0,0,0,0,20,20,1,0
"2019-08_Ningaloo_stereo-BRUVs","16.05","-22.0856","113.82563","16082019","16","Ningaloo Marine Park","Yes","85",0,0,0,0,0,0,2,24,26,1.84615384615385,0.612686392361227
"2019-08_Ningaloo_stereo-BRUVs","17.08","-22.0943763","113.8193929","16082019","17","Ningaloo Marine Park","Yes","90",0,0,0,0,0,0,0,22,22,0.590909090909091,0.590326052690247
"2019-08_Ningaloo_stereo-BRUVs","18.01","-22.06954369","113.812266","16082019","18","Ningaloo Marine Park","Yes","91",0,0,0,0,0,0,0,24,24,0.583333333333333,0.503610155185335
"2019-08_Ningaloo_stereo-BRUVs","18.02","-22.06517499","113.8120284","16082019","18","Ningaloo Marine Park","Yes","91",0,0,0,0,0,0,0,27,27,0.555555555555556,0.506369683541833
"2019-08_Ningaloo_stereo-BRUVs","18.03","-22.06563485","113.8082274","16082019","18","Ningaloo Marine Park","Yes","117",0,0,0,0,0,7,0,19,26,2,0.748331477354788
"2019-08_Ningaloo_stereo-BRUVs","18.04","-22.06172601","113.810603","16082019","18","Ningaloo Marine Park","Yes","134",0,0,0,9,0,0,8,9,26,2.38461538461538,0.85214661071546
"2019-08_Ningaloo_stereo-BRUVs","18.07","-22.06264574","113.8281828","16082019","18","Ningaloo Marine Park","Yes","109",0,0,0,0,0,0,0,23,23,1.1304347826087,1.0137396037394
"2019-08_Ningaloo_stereo-BRUVs","18.08","-22.0725328","113.823194","16082019","18","Ningaloo Marine Park","Yes","96",0,0,0,0,0,0,0,20,20,0.5,0.512989176042577
"2019-08_Ningaloo_stereo-BRUVs","19.01","-22.01347","113.82289","16082019","19","Ningaloo Marine Park","Yes","107",0,0,0,0,0,0,0,19,19,1,0
"2019-08_Ningaloo_stereo-BRUVs","19.02","-22.00792203","113.821531","16082019","19","Ningaloo Marine Park","Yes","122",0,0,0,0,0,0,0,20,20,1.4,0.502624689950035
"2019-08_Ningaloo_stereo-BRUVs","19.03","-22.00286353","113.8305585","16082019","19","Ningaloo Marine Park","Yes","99",0,0,0,0,0,0,0,22,22,0.909090909090909,0.29424494316825
"2019-08_Ningaloo_stereo-BRUVs","19.04","-22.00056422","113.8255696","16082019","19","Ningaloo Marine Park","Yes","109",0,0,0,0,0,0,0,23,23,1.08695652173913,0.51460871969619
"2019-08_Ningaloo_stereo-BRUVs","19.05","-21.99757511","113.8291331","16082019","19","Ningaloo Marine Park","Yes","101",0,0,0,0,0,0,0,20,20,0,0
"2019-08_Ningaloo_stereo-BRUVs","19.08","-21.99412613","113.8234315","16082019","19","Ningaloo Marine Park","Yes","130",0,0,0,0,0,0,0,20,20,1,0
"2019-08_Ningaloo_stereo-BRUVs","23.01","-21.68647769","114.0835652","17082019","23","Ningaloo Marine Park","Yes","102",0,0,0,0,0,0,0,15,15,1.66666666666667,0.617213399848368
"2019-08_Ningaloo_stereo-BRUVs","23.02","-21.68555797","114.0785763","17082019","23","Ningaloo Marine Park","Yes","106",0,0,0,0,0,0,0,20,20,1,0
"2019-08_Ningaloo_stereo-BRUVs","23.03","-21.68233893","114.0811896","17082019","23","Ningaloo Marine Park","Yes","109",0,0,0,0,0,0,0,15,15,0.666666666666667,0.487950036474267
"2019-08_Ningaloo_stereo-BRUVs","23.04","-21.67980968","114.0845155","17082019","23","Ningaloo Marine Park","Yes","110",0,0,0,0,0,0,0,20,20,1,0
"2019-08_Ningaloo_stereo-BRUVs","23.06","-21.67475118","114.0944932","17082019","23","Ningaloo Marine Park","Yes","107",0,0,0,0,0,0,0,20,20,0.5,0.512989176042577
"2019-08_Ningaloo_stereo-BRUVs","23.09","-21.706867","114.0747","17082019","23","Ningaloo Marine Park","Yes","67",0,1,0,0,0,2,0,20,23,0.304347826086957,0.470471968896965
"2019-08_Ningaloo_stereo-BRUVs","30.01","-21.91122","113.90413","17082019","30","Ningaloo Marine Park","No","69",0,0,0,0,0,0,2,19,21,0.333333333333333,0.658280588604383
"2019-08_Ningaloo_stereo-BRUVs","30.02","-21.90687","113.90722","17082019","30","Ningaloo Marine Park","Yes","69",0,0,0,0,0,0,0,20,20,0,0
"2019-08_Ningaloo_stereo-BRUVs","30.03","-21.89999","113.91082","17082019","30","Ningaloo Marine Park","Yes","67",0,0,0,0,0,0,0,19,19,0.0526315789473684,0.229415733870562
"2019-08_Ningaloo_stereo-BRUVs","30.04","-21.89513","113.91423","17082019","30","Ningaloo Marine Park","Yes","69",0,0,0,0,0,4,1,19,24,1,0.978019293843651
"2019-08_Ningaloo_stereo-BRUVs","30.05","-21.88983","113.91801","17082019","30","Ningaloo Marine Park","Yes","68",0,0,0,0,0,4,3,21,28,1.42857142857143,0.790151013628803
"2019-08_Ningaloo_stereo-BRUVs","30.06","-21.8876","113.9202","17082019","30","Ningaloo Marine Park","Yes","66",0,0,0,0,0,1,7,14,22,2,1.11269728052837
"2019-08_Ningaloo_stereo-BRUVs","31.01","-21.6873167","114.08985","17082019","31","Ningaloo Marine Park","Yes","77",0,0,0,0,0,0,4,20,24,1.54166666666667,0.931532942621143
"2019-08_Ningaloo_stereo-BRUVs","31.02","-21.6919667","114.09","17082019","31","Ningaloo Marine Park","Yes","71",0,0,0,0,0,0,1,20,21,0.571428571428571,0.50709255283711
"2019-08_Ningaloo_stereo-BRUVs","31.03","-21.69445","114.0887667","17082019","31","Ningaloo Marine Park","Yes","66",0,0,1,3,0,2,2,15,23,1.26086956521739,0.44897775854488
"2019-08_Ningaloo_stereo-BRUVs","31.04","-21.69635","114.0877667","17082019","31","Ningaloo Marine Park","Yes","64",0,0,0,0,0,7,0,20,27,0.730769230769231,0.533493565673837
"2019-08_Ningaloo_stereo-BRUVs","31.05","-21.70045","114.0814333","17082019","31","Ningaloo Marine Park","Yes","67",0,0,0,0,0,3,1,16,20,0.55,0.51041778553404
"2019-08_Ningaloo_stereo-BRUVs","31.06","-21.7025167","114.0774833","17082019","31","Ningaloo Marine Park","Yes","66",0,0,0,0,0,1,1,23,25,0.52,0.585946527708232
"2021-05_PtCloates_BOSS","1","-22.6886","113.5539","20210520","inNP.1","Point Cloates","Yes","93.6",0,0,0,0,1,0,1,57,59,0.292682926829268,0.512049921346757
"2021-05_PtCloates_BOSS","2","-22.6987","113.5214","20210520","inNP.2","Point Cloates","Yes","167",0,0,0,0,0,1,0,49,50,0.333333333333333,0.479463301485384
"2021-05_PtCloates_BOSS","4","-22.7113","113.5415","20210520","inNP.4","Point Cloates","Yes","100",0,0,0,0,0,2,2,57,61,0.414634146341463,0.546608166610121
"2021-05_PtCloates_BOSS","7","-22.7462","113.5314","20210520","inNP.7","Point Cloates","Yes","99.6",0,0,0,0,5,0,0,43,48,0.0512820512820513,0.223455865030959
"2021-05_PtCloates_BOSS","9","-22.6937","113.5389","20210520","inNP.9","Point Cloates","Yes","114",0,0,0,1,10,6,22,13,52,1.55,0.638507875982989
"2021-05_PtCloates_BOSS","10","-22.6887","113.5238","20210520","inNP.10","Point Cloates","Yes","176",0,0,0,0,0,0,0,62,62,0,0
"2021-05_PtCloates_BOSS","12","-22.7137","113.5364","20210520","inNP.12","Point Cloates","Yes","107",0,0,0,1,7,3,16,31,58,0.975,0.35716117169158
"2021-05_PtCloates_BOSS","13","-22.7037","113.5389","20210520","inNP.13","Point Cloates","Yes","107",0,0,0,3,1,7,8,38,57,0.775,0.53048115556564
"2021-05_PtCloates_BOSS","15","-22.7037","113.5188","20210520","inNP.15","Point Cloates","Yes","168",0,0,0,0,2,2,0,52,56,0.393939393939394,0.496197663448873
"2021-05_PtCloates_BOSS","18","-22.6838","113.5489","20210520","inNP.18","Point Cloates","Yes","102",0,0,0,0,5,19,6,24,54,1.30769230769231,1.02991686312016
"2021-05_PtCloates_BOSS","19","-22.7314","113.5313","20210520","inNP.19","Point Cloates","Yes","106",0,0,0,2,4,5,13,28,52,0.945945945945946,0.704980139434436
"2021-05_PtCloates_BOSS","20","-22.7187","113.5265","20210520","inNP.20","Point Cloates","Yes","120",0,0,0,0,2,7,9,36,54,1,0.338061701891407
"2021-05_PtCloates_BOSS","21","-22.6963","113.544","20210520","inNP.21","Point Cloates","Yes","103",0,0,0,0,0,7,7,41,55,0.782608695652174,0.629392775379955
"2021-05_PtCloates_BOSS","22","-22.7438","113.5337","20210520","inNP.22","Point Cloates","Yes","96.4",0,0,0,0,1,2,0,55,58,0.184210526315789,0.392859452063192
"2021-05_PtCloates_BOSS","24","-22.7113","113.5088","20210520","inNP.24","Point Cloates","Yes","189",0,0,0,0,0,0,0,53,53,0.025,0.158113883008419
"2021-05_PtCloates_BOSS","25","-22.7262","113.4913","20210520","outNP.1","Point Cloates","Yes","208",0,0,0,0,0,0,0,57,57,0,0
"2021-05_PtCloates_BOSS","26","-22.7388","113.5089","20210520","outNP.2","Point Cloates","Yes","152",0,0,0,0,1,1,3,43,48,0.236842105263158,0.489578446703416
